observed_at_utc,asset,asset_name,asset_group,pair_symbol,clue_label,internal_database_label,signal_family,clue_definition,evidence_source,evidence_mode,regime,hard_block,price_at_observation,prior_1h_return_pct,prior_4h_return_pct,prior_24h_return_pct,distance_from_prior_24h_high_pct,distance_from_prior_24h_low_pct,forward_1h_raw_pct,forward_4h_raw_pct,forward_24h_raw_pct,estimated_cost_pct,forward_4h_after_cost_pct,positive_after_costs_4h,max_favorable_4h_pct,max_adverse_4h_pct,reason,public_run_id
2026-06-17T21:00:00.000Z,SOL,Solana,Fast-moving major altcoin,SOL-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,mixed / weak,0,72.14,0.74,-2.14,-2.61,-3.32,1.08,-0.8,0.01,-3.34,0.25,-0.24,no,0.42,-1.97,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-17T21:00:00.000Z,XLM,Stellar Lumens,Payments and network,XLM-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,mixed / weak,0,0.225065,2.3,-0.54,1.91,-3.8,4.58,-0.49,1.74,5.13,0.25,1.49,yes,2.58,-2.08,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-17T21:00:00.000Z,XRP,XRP,Headline-sensitive asset,XRP-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,mixed / weak,0,1.1893,0.8,-1.86,-2.66,-3.06,1.11,-0.68,-0.26,-3.22,0.25,-0.51,no,0.1,-1.6,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-17T22:00:00.000Z,ADA,Cardano,Large-cap altcoin,ADA-USD,Weak market rejection,reject,Rejected weak-market pattern,"The broad market looked weak enough that the original rule rejected the setup, then we measured whether prices bounced anyway.",historical_replay_from_public_exchange_price_data,historical_replay,risk-off,1,0.166,-0.6,-3.6,-4.38,-5.09,0.85,0.3,1.14,-1.81,0.25,0.89,yes,1.39,-1.39,Hard BTC/ETH regime block.,run-bfe04e1c4079b7
2026-06-17T22:00:00.000Z,AVAX,Avalanche,High-volatility layer-1,AVAX-USD,Weak market rejection,reject,Rejected weak-market pattern,"The broad market looked weak enough that the original rule rejected the setup, then we measured whether prices bounced anyway.",historical_replay_from_public_exchange_price_data,historical_replay,risk-off,1,6.74,-0.74,-3.02,-2.32,-3.85,0.6,0,0.45,-6.68,0.25,0.2,yes,0.89,-1.34,Hard BTC/ETH regime block.,run-bfe04e1c4079b7
2026-06-17T22:00:00.000Z,BTC,Bitcoin,Broad market,BTC-USD,Broad market context,regime,Broad market context,The broad Bitcoin/Ethereum market context was itself the scored condition.,historical_replay_from_public_exchange_price_data,historical_replay,risk-off,1,64196.47,-0.27,-2.81,-2.29,-3.3,0.33,0.06,0.45,-2.04,0.25,0.2,yes,0.87,-0.54,Regime asset only.,run-bfe04e1c4079b7
2026-06-17T22:00:00.000Z,DOGE,Dogecoin,Meme and attention,DOGE-USD,Weak market rejection,reject,Rejected weak-market pattern,"The broad market looked weak enough that the original rule rejected the setup, then we measured whether prices bounced anyway.",historical_replay_from_public_exchange_price_data,historical_replay,risk-off,1,0.08552,-0.74,-2.26,-2.14,-2.85,0.68,0.29,0.71,-2.61,0.25,0.46,yes,1.13,-1.09,Hard BTC/ETH regime block.,run-bfe04e1c4079b7
2026-06-17T22:00:00.000Z,DOT,Polkadot,Developer and ecosystem,DOT-USD,Weak market rejection,reject,Rejected weak-market pattern,"The broad market looked weak enough that the original rule rejected the setup, then we measured whether prices bounced anyway.",historical_replay_from_public_exchange_price_data,historical_replay,risk-off,1,1,-0.6,-3.29,-1.48,-4.03,0.7,0.3,0.1,-3.2,0.25,-0.15,no,0.9,-1.4,Hard BTC/ETH regime block.,run-bfe04e1c4079b7
2026-06-17T22:00:00.000Z,ETH,Ethereum,Broad market,ETH-USD,Broad market context,regime,Broad market context,The broad Bitcoin/Ethereum market context was itself the scored condition.,historical_replay_from_public_exchange_price_data,historical_replay,risk-off,1,1737.22,-0.48,-2.84,-3.19,-3.97,0.56,0.08,0.92,-1.78,0.25,0.67,yes,1.4,-0.77,Regime asset only.,run-bfe04e1c4079b7
2026-06-17T22:00:00.000Z,HBAR,Hedera,Developer and infrastructure,HBAR-USD,Weak market rejection,reject,Rejected weak-market pattern,"The broad market looked weak enough that the original rule rejected the setup, then we measured whether prices bounced anyway.",historical_replay_from_public_exchange_price_data,historical_replay,risk-off,1,0.08024,0.01,-1.38,-1.24,-2.57,1.19,0.74,1.74,-0.09,0.25,1.49,yes,2.12,-1.07,Hard BTC/ETH regime block.,run-bfe04e1c4079b7
2026-06-17T22:00:00.000Z,LINK,Chainlink,Developer and infrastructure,LINK-USD,Weak market rejection,reject,Rejected weak-market pattern,"The broad market looked weak enough that the original rule rejected the setup, then we measured whether prices bounced anyway.",historical_replay_from_public_exchange_price_data,historical_replay,risk-off,1,8.031,-0.78,-3.24,-3.31,-4.47,0.46,0.01,0.59,-0.56,0.25,0.34,yes,1.23,-1.25,Hard BTC/ETH regime block.,run-bfe04e1c4079b7
2026-06-17T22:00:00.000Z,LTC,Litecoin,Legacy liquidity,LTC-USD,Weak market rejection,reject,Rejected weak-market pattern,"The broad market looked weak enough that the original rule rejected the setup, then we measured whether prices bounced anyway.",historical_replay_from_public_exchange_price_data,historical_replay,risk-off,1,44.74,-0.6,-2.21,-2.25,-2.82,0.43,0.13,0.36,-2.28,0.25,0.11,yes,0.65,-0.87,Hard BTC/ETH regime block.,run-bfe04e1c4079b7
2026-06-17T22:00:00.000Z,SHIB,Shiba Inu,Meme and attention,SHIB-USD,Weak market rejection,reject,Rejected weak-market pattern,"The broad market looked weak enough that the original rule rejected the setup, then we measured whether prices bounced anyway.",historical_replay_from_public_exchange_price_data,historical_replay,risk-off,1,0.00000493,-0.4,-1.6,-1.2,-2.38,1.23,0,0.2,-4.06,0.25,-0.05,no,1.01,-1.22,Hard BTC/ETH regime block.,run-bfe04e1c4079b7
2026-06-17T22:00:00.000Z,SOL,Solana,Fast-moving major altcoin,SOL-USD,Weak market rejection,reject,Rejected weak-market pattern,"The broad market looked weak enough that the original rule rejected the setup, then we measured whether prices bounced anyway.",historical_replay_from_public_exchange_price_data,historical_replay,risk-off,1,71.56,-0.8,-3.47,-3.13,-4.1,0.27,0.13,0.81,-2.89,0.25,0.56,yes,1.41,-1.17,Hard BTC/ETH regime block.,run-bfe04e1c4079b7
2026-06-17T22:00:00.000Z,XLM,Stellar Lumens,Payments and network,XLM-USD,Weak market rejection,reject,Rejected weak-market pattern,"The broad market looked weak enough that the original rule rejected the setup, then we measured whether prices bounced anyway.",historical_replay_from_public_exchange_price_data,historical_replay,risk-off,1,0.223952,-0.48,-1.39,1.69,-4.28,4.07,1.87,8.1,4.14,0.25,7.85,yes,9.55,-1.59,Hard BTC/ETH regime block.,run-bfe04e1c4079b7
2026-06-17T22:00:00.000Z,XRP,XRP,Headline-sensitive asset,XRP-USD,Weak market rejection,reject,Rejected weak-market pattern,"The broad market looked weak enough that the original rule rejected the setup, then we measured whether prices bounced anyway.",historical_replay_from_public_exchange_price_data,historical_replay,risk-off,1,1.1812,-0.67,-2.98,-3.07,-3.72,0.43,0.14,0.56,-3.17,0.25,0.31,yes,0.86,-0.92,Hard BTC/ETH regime block.,run-bfe04e1c4079b7
2026-06-17T23:00:00.000Z,ADA,Cardano,Large-cap altcoin,ADA-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,mixed / weak,0,0.1665,0.36,-1.83,-3.98,-4.75,1.15,0.12,1.14,-2.22,0.25,0.89,yes,1.32,-0.24,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-17T23:00:00.000Z,AVAX,Avalanche,High-volatility layer-1,AVAX-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,mixed / weak,0,6.74,0.15,-2.32,-2.32,-3.85,0.6,0.3,0.59,-6.68,0.25,0.34,yes,0.89,0,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-17T23:00:00.000Z,BTC,Bitcoin,Broad market,BTC-USD,Broad market context,regime,Broad market context,The broad Bitcoin/Ethereum market context was itself the scored condition.,historical_replay_from_public_exchange_price_data,historical_replay,mixed / weak,0,64233.99,0.06,-1.87,-2.25,-3.24,0.39,0.33,0.6,-2.21,0.25,0.35,yes,0.81,-0.07,Regime asset only.,run-bfe04e1c4079b7
2026-06-17T23:00:00.000Z,DOGE,Dogecoin,Meme and attention,DOGE-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,mixed / weak,0,0.08577,0.32,-1.41,-1.73,-2.57,0.98,0.09,0.38,-2.86,0.25,0.13,yes,0.84,-0.08,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-17T23:00:00.000Z,DOT,Polkadot,Developer and ecosystem,DOT-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,mixed / weak,0,1.003,0.3,-2.34,-1.47,-3.74,1.01,0,-0.3,-3.39,0.25,-0.55,no,0.6,-0.5,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-17T23:00:00.000Z,ETH,Ethereum,Broad market,ETH-USD,Broad market context,regime,Broad market context,The broad Bitcoin/Ethereum market context was itself the scored condition.,historical_replay_from_public_exchange_price_data,historical_replay,mixed / weak,0,1738.59,0.07,-1.71,-3.12,-3.89,0.64,0.6,0.89,-1.93,0.25,0.64,yes,1.32,-0.02,Regime asset only.,run-bfe04e1c4079b7
2026-06-17T23:00:00.000Z,HBAR,Hedera,Developer and infrastructure,HBAR-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed / weak,0,0.08083,0.79,-0.98,-0.26,-1.86,1.93,0.49,1.37,-0.66,0.25,1.12,yes,1.61,-0.4,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-17T23:00:00.000Z,LINK,Chainlink,Developer and infrastructure,LINK-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,mixed / weak,0,8.032,0.01,-2.51,-3.18,-4.46,0.48,0.63,0.91,-0.76,0.25,0.66,yes,1.22,0.02,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-17T23:00:00.000Z,LTC,Litecoin,Legacy liquidity,LTC-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,mixed / weak,0,44.8,0.11,-1.65,-2.31,-2.69,0.56,0.22,0.09,-2.23,0.25,-0.16,no,0.51,-0.42,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-17T23:00:00.000Z,SHIB,Shiba Inu,Meme and attention,SHIB-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,mixed / weak,0,0.00000493,0.2,-1.4,-1,-2.38,1.23,0.41,0.2,-3.65,0.25,-0.05,no,1.01,0,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-17T23:00:00.000Z,SOL,Solana,Fast-moving major altcoin,SOL-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,mixed / weak,0,71.65,0.13,-2.44,-2.87,-3.98,0.48,0.46,1.13,-3.08,0.25,0.88,yes,1.34,-0.03,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-17T23:00:00.000Z,XLM,Stellar Lumens,Payments and network,XLM-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed / weak,0,0.22815,1.87,0.85,3.72,-2.48,6.02,-1.19,4.45,2.35,0.25,4.2,yes,7.54,-1.37,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-17T23:00:00.000Z,XRP,XRP,Headline-sensitive asset,XRP-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,mixed / weak,0,1.1829,0.16,-2.07,-3.1,-3.59,0.57,0.24,0.46,-3.12,0.25,0.21,yes,0.71,-0.03,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-18T00:00:00.000Z,ADA,Cardano,Large-cap altcoin,ADA-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,0.1667,0.12,0.85,-3.31,-4.63,1.83,0.18,0,-1.98,0.25,-0.25,no,1.2,-0.24,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-18T00:00:00.000Z,AVAX,Avalanche,High-volatility layer-1,AVAX-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,6.76,0.3,0.6,-1.74,-3.57,1.65,0.15,-0.89,-6.66,0.25,-1.14,no,0.59,-0.89,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-18T00:00:00.000Z,BTC,Bitcoin,Broad market,BTC-USD,Broad market context,regime,Broad market context,The broad Bitcoin/Ethereum market context was itself the scored condition.,historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,64446.04,0.33,0.32,-1.78,-2.92,0.93,-0.07,-0.36,-2.43,0.25,-0.61,no,0.48,-0.39,Regime asset only.,run-bfe04e1c4079b7
2026-06-18T00:00:00.000Z,DOGE,Dogecoin,Meme and attention,DOGE-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,0.08585,0.08,0.59,-1.42,-2.48,1.49,0.35,-0.73,-2.8,0.25,-0.98,no,0.75,-0.84,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-18T00:00:00.000Z,DOT,Polkadot,Developer and ecosystem,DOT-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,1.003,-0.1,0.6,-1.08,-3.74,1.72,-0.1,-2.19,-2.99,0.25,-2.44,no,0.6,-2.19,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-18T00:00:00.000Z,ETH,Ethereum,Broad market,ETH-USD,Broad market context,regime,Broad market context,The broad Bitcoin/Ethereum market context was itself the scored condition.,historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,1749,0.6,0.91,-2.36,-3.32,1.46,0.14,-0.39,-2.29,0.25,-0.64,no,0.72,-0.55,Regime asset only.,run-bfe04e1c4079b7
2026-06-18T00:00:00.000Z,HBAR,Hedera,Developer and infrastructure,HBAR-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,0.08123,0.48,1.88,0.71,-1.37,2.43,-0.64,-0.78,-1.28,0.25,-1.03,no,1.11,-0.89,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-18T00:00:00.000Z,LINK,Chainlink,Developer and infrastructure,LINK-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,8.083,0.61,0.69,-2.37,-3.85,1.92,-0.04,-0.74,-0.96,0.25,-0.99,no,0.58,-0.92,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-18T00:00:00.000Z,LTC,Litecoin,Legacy liquidity,LTC-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,44.9,0.2,0.29,-1.66,-2.29,1.24,-0.33,-1,-2.41,0.25,-1.25,no,0.24,-1.11,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-18T00:00:00.000Z,SHIB,Shiba Inu,Meme and attention,SHIB-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,0.00000495,0.41,1.02,-0.6,-1.98,1.64,-0.2,-1.01,-3.84,0.25,-1.26,no,0.61,-1.21,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-18T00:00:00.000Z,SOL,Solana,Fast-moving major altcoin,SOL-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,71.98,0.49,0.52,-2.01,-3.54,1.78,0.24,-0.56,-3.26,0.25,-0.81,no,0.88,-0.71,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-18T00:00:00.000Z,XLM,Stellar Lumens,Payments and network,XLM-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,0.22544,-1.23,2.47,3.95,-3.64,4.76,1.57,2.71,3.88,0.25,2.46,yes,8.83,-0.04,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-18T00:00:00.000Z,XRP,XRP,Headline-sensitive asset,XRP-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,1.1857,0.23,0.49,-2.51,-3.36,1.32,0.04,-0.68,-3.41,0.25,-0.93,no,0.47,-0.74,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-18T01:00:00.000Z,ADA,Cardano,Large-cap altcoin,ADA-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,0.167,0.18,0,-2.79,-4.46,2.02,0.54,-1.02,-1.92,0.25,-1.27,no,1.02,-1.14,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-18T01:00:00.000Z,AVAX,Avalanche,High-volatility layer-1,AVAX-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,6.77,0.15,-0.29,-2.03,-3.42,1.8,0,-2.07,-6.94,0.25,-2.32,no,0.44,-2.22,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-18T01:00:00.000Z,BTC,Bitcoin,Broad market,BTC-USD,Broad market context,regime,Broad market context,The broad Bitcoin/Ethereum market context was itself the scored condition.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,64399.99,-0.07,0.05,-1.9,-2.99,0.86,0.14,-0.92,-2.25,0.25,-1.17,no,0.55,-1,Regime asset only.,run-bfe04e1c4079b7
2026-06-18T01:00:00.000Z,DOGE,Dogecoin,Meme and attention,DOGE-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,0.08615,0.35,-0.01,-1.36,-2.14,1.84,-0.02,-1.82,-3.02,0.25,-2.07,no,0.39,-2.16,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-18T01:00:00.000Z,DOT,Polkadot,Developer and ecosystem,DOT-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,1.002,-0.1,-0.4,-1.57,-3.84,1.62,-0.1,-2.89,-2.5,0.25,-3.14,no,0.7,-3.29,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-18T01:00:00.000Z,ETH,Ethereum,Broad market,ETH-USD,Broad market context,regime,Broad market context,The broad Bitcoin/Ethereum market context was itself the scored condition.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,1751.46,0.14,0.34,-2.29,-3.18,1.61,0.1,-1.3,-2.25,0.25,-1.55,no,0.57,-1.36,Regime asset only.,run-bfe04e1c4079b7
2026-06-18T01:00:00.000Z,HBAR,Hedera,Developer and infrastructure,HBAR-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,0.08071,-0.65,0.6,0.16,-2,1.78,1.15,-1.25,-0.2,0.25,-1.5,no,1.76,-1.3,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-18T01:00:00.000Z,LINK,Chainlink,Developer and infrastructure,LINK-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,8.08,-0.06,-0.17,-2.5,-3.89,1.88,-0.02,-1.66,-0.93,0.25,-1.91,no,0.62,-1.88,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-18T01:00:00.000Z,LTC,Litecoin,Legacy liquidity,LTC-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,44.75,-0.33,-0.58,-1.97,-2.59,0.9,0.34,-1.18,-2.1,0.25,-1.43,no,0.58,-1.41,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-18T01:00:00.000Z,SHIB,Shiba Inu,Meme and attention,SHIB-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,0.00000494,-0.2,-0.2,-0.8,-2.18,1.44,0,-1.42,-3.44,0.25,-1.67,no,0.4,-1.62,No frozen setup applies.,run-bfe04e1c4079b7
